"sentences","label"
"Em coletiva após a votação, a ministra do Meio Ambiente declarou que ""o erro foi grave, mas estamos corrigindo o rumo"".","quote"
"Tags como 'FugeCovarde' e 'CadêAsExplicações' dominaram o Twitter após o sumiço do candidato.","biased"
"Ao ser questionado sobre o impeachment do governador, o ministro da Saúde exigiu que ""nunca antes havíamos visto tamanha irresponsabilidade"".","quote"
"A imprensa lacração não cansa de fazer propaganda para o ex-presidente e chamar isso de jornalismo.","biased"
"O ministro encostado foi flagrado mais uma vez fazendo campanha dentro da máquina pública.","biased"
"O líder da oposição mais uma vez escorregou em contradições gritantes durante a sabatina, provando sua incompetência.","biased"
"O ministro encostado foi flagrado mais uma vez fazendo campanha dentro da máquina pública.","biased"
"A candidatura de o candidato sem proposta é uma piada de mau gosto que a mídia insiste em levar a sério.","biased"
"A militância bolsonarista disparou: 'Ou é isso ou é o caos', repetindo o mantra do medo.","biased"
"""a corrupção virou regra, e a honestidade, exceção"", completou o parlamentar em entrevista à imprensa.","quote"
"Enquanto o povo sofre nas filas do SUS, o candidato petista voa em aeronave pública para visitar sua propriedade.","biased"
"""esse orçamento prejudica os mais pobres deste país"", pontuou a líder do movimento ao falar sobre o aumento do salário mínimo nesta semana.","quote"
"A classe política corrupta de sempre voltou disfarçada de renovação para sugar o dinheiro do povo.","biased"
"O péssimo desempenho de o deputado aproveitador no debate foi suficiente para afastar até seus aliados mais fiéis.","biased"
"A militância fanática de o ex-presidente mais uma vez invadiu as redes sociais com desinformação e ódio.","biased"
"o populismo de sempre e seus capangas tentaram mais uma vez calar a oposição usando a máquina pública.","biased"
"A militância bolsonarista disparou: 'Ou é isso ou é o caos', repetindo o mantra do medo.","biased"
"Vergonhosa a atuação de o candidato petista no debate: foi engolido, humilhado e ainda sorriu para as câmeras.","biased"
"O candidato fantasma sumiu de cena quando as perguntas difíceis começaram a aparecer.","biased"
"Sobre o projeto de lei aprovado ontem, o presidente da Câmara revelou: ""nossa gestão tem sido pautada pela transparência"".","quote"
"o ministro da Educação foi direto ao comentar a polarização política no país. ""não aceito que meu nome seja vinculado a irregularidades"", disse.","quote"
"Tags como 'FugeCovarde' e 'CadêAsExplicações' dominaram o Twitter após o sumiço do candidato.","biased"
"Não há como lavar a imagem de o candidato sem proposta após tantos anos de desmandos e traições.","biased"
"os aliados do presidente preferiu se esconder a enfrentar as câmeras e responder pelos seus atos.","biased"
"O a crise econômica e o desemprego voltou à tona e o procurador-geral não hesitou: ""a democracia está acima de tudo"".","quote"
"o ex-ministro surpreendeu ao confirmou sobre a decisão do Supremo Tribunal Federal: ""o Congresso tem o dever de agir com responsabilidade fiscal"".","quote"
"""não vamos recuar diante de pressões"", lamentou Alckmin durante coletiva de imprensa.","quote"
"""precisamos de uma reforma política urgente"", reagiu a ministra do Meio Ambiente às críticas dos opositores.","quote"
"Ao ser confrontado com os dados sobre a greve dos servidores públicos, o ministro da Saúde destacou: ""o resultado das urnas deve ser respeitado por todos"".","quote"
"A esquerda caviar de o ex-ministro defende os pobres nos discursos e janta em restaurantes estrelados.","biased"
"O as eleições municipais do próximo ano voltou à tona e o porta-voz do governo não hesitou: ""esse caso merece uma investigação independente"".","quote"
"Adversários subiram tags como 'fugiu' e 'Cadê o candidato' entre as mais comentadas do Twitter após o evento.","biased"
"Com ataques pessoais e trocadilhos pejorativos, os apoiadores de o projeto autoritário mostraram o nível do debate.","biased"
"o candidato da direita passou praticamente todo o debate na defensiva, recebendo ataques certeiros e sem conseguir responder.","biased"
"A candidata passou todo o debate sendo atacada, recebendo trocadilhos grosseiros com o seu sobrenome.","biased"
"""a reforma que propomos vai gerar mais de um milhão de empregos"", advertiu a ministra do Meio Ambiente ao comentar a votação da PEC no Congresso Nacional.","quote"
"O a política externa do governo voltou à tona e a líder do movimento não hesitou: ""a reforma que propomos vai gerar mais de um milhão de empregos"".","quote"
"""esse projeto é fundamental para o futuro do país"", lamentou o presidente da Câmara durante coletiva de imprensa.","quote"
"os aliados do presidente é a personificação do que há de mais atrasado e retrógrado na política brasileira.","biased"
"O show de horrores que é a militância fanática continua: mais um escândalo, mais uma explicação ridícula.","biased"
"A candidata, que prometeu mudar o país, entregou apenas escândalos e desmandos ao longo de seu mandato.","biased"
"O debate de ontem foi um circo protagonizado por o governo corrupto, que evitou perguntas e fugiu do confronto.","biased"
"Em coletiva após a votação, a candidata apontou que ""a democracia está acima de tudo"".","quote"
"A esquerda caviar de o governo de esquerda defende os pobres nos discursos e janta em restaurantes estrelados.","biased"
"O debate foi um festival de mentiras protagonizado por o deputado aproveitador, que contradisse a si mesmo várias vezes.","biased"
"o projeto autoritário passou praticamente todo o debate na defensiva, recebendo ataques certeiros e sem conseguir responder.","biased"
"o populismo de sempre preferiu se esconder a enfrentar as câmeras e responder pelos seus atos.","biased"
"Enquanto o povo sofre nas filas do SUS, o coronelismo digital voa em aeronave pública para visitar sua propriedade.","biased"
"o candidato petista passou praticamente todo o debate na defensiva, recebendo ataques certeiros e sem conseguir responder.","biased"
"""o diálogo sempre será nossa primeira opção"", concluiu o parlamentar em entrevista à imprensa.","quote"
"""a economia começa a dar sinais de recuperação"", garantiu a candidata, em referência às últimas informações sobre a greve dos servidores públicos.","quote"
"O show de horrores que é o ex-presidente continua: mais um escândalo, mais uma explicação ridícula.","biased"
"O populista de plantão prometeu tudo e entregou nada, como sempre fez ao longo de sua carreira.","biased"
"""esta decisão vai contra os interesses da nação"", reagiu o procurador-geral às críticas dos opositores.","quote"
"A direita golpista tenta intimidar eleitores e juízes com sua milícia digital e discurso de ódio.","biased"
"""a reforma que propomos vai gerar mais de um milhão de empregos"", reagiu o presidente da Câmara às críticas dos opositores.","quote"
"o ex-ministro preferiu se esconder a enfrentar as câmeras e responder pelos seus atos.","biased"
"o governador ressaltou que ""esse caso merece uma investigação independente"".","quote"
"""não aceito que meu nome seja vinculado a irregularidades"", ponderou o presidente ao falar sobre o financiamento da campanha eleitoral nesta semana.","quote"
"o coronelismo digital já pode preparar a mala: as urnas não perdoam quem trai o povo.","biased"
"O show de horrores que é o candidato da direita continua: mais um escândalo, mais uma explicação ridícula.","biased"
"O péssimo desempenho de o populismo de sempre no debate foi suficiente para afastar até seus aliados mais fiéis.","biased"
"O populista de plantão prometeu tudo e entregou nada, como sempre fez ao longo de sua carreira.","biased"
"O governador demagogo prometeu o Bolsa-Tudo na campanha e agora mal paga os servidores.","biased"
"O debate foi um festival de mentiras protagonizado por a militância fanática, que contradisse a si mesmo várias vezes.","biased"
"""não vamos recuar diante de pressões"", disse o ministro da Educação ao falar sobre o discurso do presidente na ONU nesta semana.","quote"
"A candidatura de o candidato da direita é uma piada de mau gosto que a mídia insiste em levar a sério.","biased"
"Em nota oficial, o procurador-geral pontuou: ""esse projeto é fundamental para o futuro do país"".","quote"
"o ministro foi direto ao comentar o debate televisionado entre os candidatos. ""não aceito que meu nome seja vinculado a irregularidades"", disse.","quote"
"Com sorriso de debochado, o populismo de sempre descartou as denúncias como 'politicagem barata'.","biased"
"Em entrevista exclusiva, o ministro da Fazenda assegurou que ""o Brasil não pode continuar se isolando do mundo"".","quote"
"""não vamos aceitar que o dinheiro público seja desperdiçado"", comentou o parlamentar em entrevista à imprensa.","quote"
"o ex-ministro mostrou ontem sua verdadeira face: autoritário, intolerante e avesso à democracia.","biased"
"Em coletiva após a votação, o procurador-geral declarou que ""a corrupção virou regra, e a honestidade, exceção"".","quote"
"Enquanto o país afunda, o candidato da direita só sabe fazer discurso vazio e populismo barato.","biased"
"O debate de ontem foi um circo protagonizado por os aliados do presidente, que evitou perguntas e fugiu do confronto.","biased"
"a oposição oportunista transformou o Ministério num cabide de empregos para apadrinhados sem qualificação.","biased"
"""não podemos aceitar retrocesso nos direitos sociais"", reagiu o vereador às críticas dos opositores.","quote"
"o ex-presidente mostrou ontem sua verdadeira face: autoritário, intolerante e avesso à democracia.","biased"
"Com toda a desfaçatez do mundo, o grupo político derrotado voltou a aparecer na TV para tentar enganar o eleitor.","biased"
"Tira remédio da farmácia popular, mas mantém regalias para seus aliados, criticou o parlamentar.","biased"
"Sobre a polarização política no país, o candidato declarou: ""não compactuo com corrupção em hipótese alguma"".","quote"
"o presidente do Senado surpreendeu ao sinalizou sobre o aumento da inflação no país: ""esta é uma decisão soberana do povo brasileiro"".","quote"
"o ex-ministro e seus lacaios voltaram a atacar as urnas eletrônicas, numa manobra golpista escancarada.","biased"
"Em coletiva após a votação, o presidente do Senado prometeu que ""esse caso merece uma investigação independente"".","quote"
"A candidata passou todo o debate sendo atacada, recebendo trocadilhos grosseiros com o seu sobrenome.","biased"
"Mais um dia, mais um escândalo: o governo de o governo incompetente bate recordes de incompetência e descaso.","biased"
"o candidato petista é a personificação do que há de mais atrasado e retrógrado na política brasileira.","biased"
"Articulistas governistas tentaram de tudo para defender o indefensável nas redes sociais.","biased"
"Com sorriso de debochado, o candidato petista descartou as denúncias como 'politicagem barata'.","biased"
"Vergonhosa a atuação de o governo incompetente no debate: foi engolido, humilhado e ainda sorriu para as câmeras.","biased"
"o líder do PT surpreendeu ao confirmou sobre o financiamento da campanha eleitoral: ""o Congresso tem o dever de agir com responsabilidade fiscal"".","quote"
"""essa lei beneficia apenas uma parcela da população"", revelou o presidente da Câmara durante coletiva de imprensa.","quote"
"o presidente do Senado surpreendeu ao completou sobre a reforma da Previdência Social: ""essa lei beneficia apenas uma parcela da população"".","quote"
"O partido de o candidato da direita é especialista em prometer o paraíso e entregar um país destruído.","biased"
"Em entrevista exclusiva, o líder do PL criticou que ""essa proposta não foi discutida com a sociedade"".","quote"
"o ministro da Saúde foi direto ao comentar a crise na educação pública. ""esse projeto é fundamental para o futuro do país"", disse.","quote"
"o candidato da direita preferiu se esconder a enfrentar as câmeras e responder pelos seus atos.","biased"
"""estamos trabalhando para resolver o problema"", destacou o deputado federal ao comentar a votação no plenário do Congresso.","quote"
"O ministro encostado foi flagrado mais uma vez fazendo campanha dentro da máquina pública.","biased"
"O debate foi um festival de mentiras protagonizado por o candidato da direita, que contradisse a si mesmo várias vezes.","biased"
"""o diálogo sempre será nossa primeira opção"", celebrou o candidato durante coletiva de imprensa.","quote"
"A imprensa lacração não cansa de fazer propaganda para o projeto autoritário e chamar isso de jornalismo.","biased"
"A militância fanática de o candidato petista mais uma vez invadiu as redes sociais com desinformação e ódio.","biased"
"Com ataques pessoais e trocadilhos pejorativos, os apoiadores de o governo corrupto mostraram o nível do debate.","biased"
"O debate foi um festival de mentiras protagonizado por o partido da corrupção, que contradisse a si mesmo várias vezes.","biased"
"o ministro surpreendeu ao alertou sobre os ataques às instituições democráticas: ""nunca antes havíamos visto tamanha irresponsabilidade"".","quote"
"Ao ser questionado sobre o aumento do salário mínimo, o porta-voz do governo cutucou que ""vamos levar isso até o Supremo se necessário"".","quote"
"o candidato petista passou praticamente todo o debate na defensiva, recebendo ataques certeiros e sem conseguir responder.","biased"
"Burocratas inúteis do governo anterior destruíram a economia e agora tentam se eleger de novo.","biased"
"A militância bolsonarista disparou: 'Ou é isso ou é o caos', repetindo o mantra do medo.","biased"
"O show de horrores que é o candidato sem proposta continua: mais um escândalo, mais uma explicação ridícula.","biased"
"O comportamento agressivo e antidemocrático de o partido da corrupção assusta até seus aliados mais próximos.","biased"
"""a crise gerou sofrimento, mas também oportunidades de mudança"", reagiu o senador às críticas dos opositores.","quote"
"Questionado pela imprensa, o prefeito concluiu: ""essa medida vai na contramão do que a ciência recomenda"".","quote"
"A direita golpista tenta intimidar eleitores e juízes com sua milícia digital e discurso de ódio.","biased"
"A candidata passou todo o debate sendo atacada, recebendo trocadilhos grosseiros com o seu sobrenome.","biased"
"O governador demagogo prometeu o Bolsa-Tudo na campanha e agora mal paga os servidores.","biased"
"Em discurso no plenário, o coordenador da campanha criticou que ""a democracia está acima de tudo"".","quote"
"Os eleitores de o deputado aproveitador foram mais uma vez enganados por promessas que nunca serão cumpridas.","biased"
"Articulistas governistas tentaram de tudo para defender o indefensável nas redes sociais.","biased"
"Com toda a desfaçatez do mundo, o candidato da direita voltou a aparecer na TV para tentar enganar o eleitor.","biased"
"o bolsonarismo e seus lacaios voltaram a atacar as urnas eletrônicas, numa manobra golpista escancarada.","biased"
"Enquanto o povo sofre nas filas do SUS, o ex-ministro voa em aeronave pública para visitar sua propriedade.","biased"
"Questionado pela imprensa, o líder partidário denunciou: ""o Brasil não pode continuar se isolando do mundo"".","quote"
"Vergonhosa a atuação de o governo de esquerda no debate: foi engolido, humilhado e ainda sorriu para as câmeras.","biased"
"Em nota oficial, o coordenador da campanha destacou: ""a corrupção virou regra, e a honestidade, exceção"".","quote"
"Em entrevista exclusiva, Alckmin defendeu que ""a economia começa a dar sinais de recuperação"".","quote"
"A militância bolsonarista disparou: 'Ou é isso ou é o caos', repetindo o mantra do medo.","biased"
"Questionado pela imprensa, o presidente do TSE acrescentou: ""não vamos aceitar que o dinheiro público seja desperdiçado"".","quote"
"Em coletiva após a votação, o prefeito sugeriu que ""não vamos aceitar que o dinheiro público seja desperdiçado"".","quote"
"Em entrevista exclusiva, o líder da oposição exigiu que ""o resultado das urnas deve ser respeitado por todos"".","quote"
"Em nota oficial, o secretário reiterou: ""as instituições precisam ser fortalecidas, não atacadas"".","quote"
"o líder da oposição não poupou palavras ao tratar de a nomeação do novo ministro. ""a democracia está acima de tudo"", declarou.","quote"
"A direita golpista tenta intimidar eleitores e juízes com sua milícia digital e discurso de ódio.","biased"
"Vergonhosa a atuação de o candidato petista no debate: foi engolido, humilhado e ainda sorriu para as câmeras.","biased"
"A esquerda radical quer transformar o Brasil numa nova Venezuela, e os eleitores precisam acordar.","biased"
"O show de horrores que é o governo corrupto continua: mais um escândalo, mais uma explicação ridícula.","biased"
"o grupo político derrotado e seus lacaios voltaram a atacar as urnas eletrônicas, numa manobra golpista escancarada.","biased"
"Lula surpreendeu ao rebateu sobre a crise hídrica e o racionamento: ""nossa proposta foi construída com a participação popular"".","quote"
"o pré-candidato foi direto ao comentar o projeto de privatização das estatais. ""a economia começa a dar sinais de recuperação"", disse.","quote"
"o grupo político derrotado e seus lacaios voltaram a atacar as urnas eletrônicas, numa manobra golpista escancarada.","biased"
"O ministro encostado foi flagrado mais uma vez fazendo campanha dentro da máquina pública.","biased"
"Em coletiva após a votação, Bolsonaro assegurou que ""essa votação vai marcar a história do Congresso"".","quote"
"Com toda a desfaçatez do mundo, o candidato da direita voltou a aparecer na TV para tentar enganar o eleitor.","biased"
"o presidente do TSE foi direto ao comentar a proposta de emenda constitucional. ""vamos combater as fake news com transparência"", disse.","quote"
"Enquanto o povo sofre nas filas do SUS, o bolsonarismo voa em aeronave pública para visitar sua propriedade.","biased"
"O debate foi um festival de mentiras protagonizado por a extrema direita, que contradisse a si mesmo várias vezes.","biased"
"O vereador mais uma vez escorregou em contradições gritantes durante a sabatina, provando sua incompetência.","biased"
"Desconhecido dos eleitores, a tropa bolsonarista atuou como linha auxiliar no debate, repetindo slogans vazios sem substância.","biased"
"o coronelismo digital transformou o Ministério num cabide de empregos para apadrinhados sem qualificação.","biased"
"A candidata, que prometeu mudar o país, entregou apenas escândalos e desmandos ao longo de seu mandato.","biased"
"o populismo de sempre preferiu se esconder a enfrentar as câmeras e responder pelos seus atos.","biased"
"O ministro encostado foi flagrado mais uma vez fazendo campanha dentro da máquina pública.","biased"
"O candidato fantasma sumiu de cena quando as perguntas difíceis começaram a aparecer.","biased"
"A classe política corrupta de sempre voltou disfarçada de renovação para sugar o dinheiro do povo.","biased"
"Adversários subiram tags como 'fugiu' e 'Cadê o candidato' entre as mais comentadas do Twitter após o evento.","biased"
"Ao ser confrontado com os dados sobre a polarização política no país, o porta-voz do governo completou: ""vamos respeitar as decisões da Justiça, sempre"".","quote"
"O debate de ontem foi um circo protagonizado por o grupo político derrotado, que evitou perguntas e fugiu do confronto.","biased"
"a ministra do Meio Ambiente observou que ""nossa gestão tem sido pautada pela transparência"".","quote"
"Em nota oficial, o parlamentar concluiu: ""nunca antes havíamos visto tamanha irresponsabilidade"".","quote"
"A candidata passou todo o debate sendo atacada, recebendo trocadilhos grosseiros com o seu sobrenome.","biased"
"""as próximas gerações vão pagar por essas decisões"", comentou o ex-presidente, em referência às últimas informações sobre o desmatamento da Amazônia.","quote"
"o pré-candidato surpreendeu ao defendeu sobre a nomeação do novo ministro: ""não vamos recuar diante de pressões"".","quote"
"Em coletiva após a votação, Bolsonaro apontou que ""as instituições precisam ser fortalecidas, não atacadas"".","quote"
"o candidato da direita é a personificação do que há de mais atrasado e retrógrado na política brasileira.","biased"
"Sobre o pacote fiscal apresentado pelo Ministério, a senadora assegurou: ""essa votação vai marcar a história do Congresso"".","quote"
"o coordenador da campanha foi direto ao comentar o relatório da CPI divulgado ontem. ""não vamos aceitar que o dinheiro público seja desperdiçado"", disse.","quote"
"o governo corrupto transformou o Ministério num cabide de empregos para apadrinhados sem qualificação.","biased"
"""o governo precisa dar explicações à sociedade"", reagiu o ex-presidente às críticas dos opositores.","quote"
"O governador demagogo prometeu o Bolsa-Tudo na campanha e agora mal paga os servidores.","biased"
"Articulistas governistas tentaram de tudo para defender o indefensável nas redes sociais.","biased"
"""essa proposta não foi discutida com a sociedade"", reagiu a senadora às críticas dos opositores.","quote"
"A candidata, que prometeu mudar o país, entregou apenas escândalos e desmandos ao longo de seu mandato.","biased"
"o grupo político derrotado e seus capangas tentaram mais uma vez calar a oposição usando a máquina pública.","biased"
"Em nota oficial, o porta-voz do governo advertiu: ""a imprensa tem o dever de informar com responsabilidade"".","quote"
"o deputado aproveitador preferiu se esconder a enfrentar as câmeras e responder pelos seus atos.","biased"
"Sobre as pesquisas de intenção de voto, o ministro da Educação respondeu: ""não podemos aceitar retrocesso nos direitos sociais"".","quote"
"o presidente do TSE pontuou que ""vamos combater as fake news com transparência"".","quote"
"Sobre o aumento do salário mínimo, o ex-presidente alfinetou: ""o governo federal ignorou os alertas dos especialistas"".","quote"
"Em nota oficial, o senador advertiu: ""o Brasil não pode continuar se isolando do mundo"".","quote"
"""vamos fazer valer o programa pelo qual fomos eleitos"", sustentou o ex-ministro ao falar sobre a pandemia e as medidas de saúde pública nesta semana.","quote"
"o governo incompetente já pode preparar a mala: as urnas não perdoam quem trai o povo.","biased"
"Questionado pela imprensa, o prefeito observou: ""esse caso merece uma investigação independente"".","quote"
"A esquerda caviar de o governo corrupto defende os pobres nos discursos e janta em restaurantes estrelados.","biased"
"Desconhecido dos eleitores, a militância fanática atuou como linha auxiliar no debate, repetindo slogans vazios sem substância.","biased"
"O ministra mais uma vez escorregou em contradições gritantes durante a sabatina, provando sua incompetência.","biased"
"Em nota oficial, o senador ironizou: ""essa lei beneficia apenas uma parcela da população"".","quote"
"Tarcísio surpreendeu ao reiterou sobre o pedido de vista no julgamento do STF: ""o Brasil não pode continuar se isolando do mundo"".","quote"
"Sobre o desmatamento da Amazônia, a ministra do Meio Ambiente revelou: ""essa medida vai na contramão do que a ciência recomenda"".","quote"
"o grupo político derrotado transformou o Ministério num cabide de empregos para apadrinhados sem qualificação.","biased"
"O debate foi um festival de mentiras protagonizado por o candidato da direita, que contradisse a si mesmo várias vezes.","biased"
"O candidato fantasma sumiu de cena quando as perguntas difíceis começaram a aparecer.","biased"
"O show de horrores que é o candidato sem proposta continua: mais um escândalo, mais uma explicação ridícula.","biased"
"""vamos combater as fake news com transparência"", apontou o vereador, em referência às últimas informações sobre a crise econômica e o desemprego.","quote"
"O populista de plantão prometeu tudo e entregou nada, como sempre fez ao longo de sua carreira.","biased"
"Burocratas inúteis do governo anterior destruíram a economia e agora tentam se eleger de novo.","biased"
"o líder partidário surpreendeu ao destacou sobre o relatório da CPI divulgado ontem: ""o povo está cansado de promessas não cumpridas"".","quote"
"O partido de os aliados do presidente é especialista em prometer o paraíso e entregar um país destruído.","biased"
"Usuários inundaram as redes com hashtags contra a extrema direita, tornando o assunto o mais comentado do dia.","biased"
"o populismo de sempre já pode preparar a mala: as urnas não perdoam quem trai o povo.","biased"
"Adversários subiram tags como 'fugiu' e 'Cadê o candidato' entre as mais comentadas do Twitter após o evento.","biased"
"o ex-presidente surpreendeu ao criticou sobre a política externa do governo: ""temos obrigação de prestar contas aos contribuintes"".","quote"
"o candidato foi direto ao comentar a greve dos servidores públicos. ""a democracia está acima de tudo"", disse.","quote"
"o ex-presidente é a personificação do que há de mais atrasado e retrógrado na política brasileira.","biased"
"o partido da corrupção e seus lacaios voltaram a atacar as urnas eletrônicas, numa manobra golpista escancarada.","biased"
"Com um histórico vergonhoso de corrupção, o governo incompetente ainda tem a audácia de pedir o voto do povo.","biased"
"A classe política corrupta de sempre voltou disfarçada de renovação para sugar o dinheiro do povo.","biased"
"O show de horrores que é o governo de esquerda continua: mais um escândalo, mais uma explicação ridícula.","biased"
"Em nota oficial, o ex-presidente pontuou: ""a imprensa tem o dever de informar com responsabilidade"".","quote"
"o coronelismo digital e seus capangas tentaram mais uma vez calar a oposição usando a máquina pública.","biased"
"Tira remédio da farmácia popular, mas mantém regalias para seus aliados, criticou o parlamentar.","biased"
"O governador demagogo prometeu o Bolsa-Tudo na campanha e agora mal paga os servidores.","biased"
"o ex-presidente mostrou ontem sua verdadeira face: autoritário, intolerante e avesso à democracia.","biased"
"Com ataques pessoais e trocadilhos pejorativos, os apoiadores de o deputado aproveitador mostraram o nível do debate.","biased"
"Marina Silva foi direto ao comentar o debate televisionado entre os candidatos. ""vamos levar isso até o Supremo se necessário"", disse.","quote"
"""vamos combater as fake news com transparência"", sinalizou o candidato durante coletiva de imprensa.","quote"
"""o diálogo sempre será nossa primeira opção"", pontuou Bolsonaro, em referência às últimas informações sobre o pedido de vista no julgamento do STF.","quote"
"""não podemos aceitar retrocesso nos direitos sociais"", acrescentou o pré-candidato.","quote"
"O deputado mais uma vez escorregou em contradições gritantes durante a sabatina, provando sua incompetência.","biased"
"o grupo político derrotado já pode preparar a mala: as urnas não perdoam quem trai o povo.","biased"
"Ao ser confrontado com os dados sobre o pacote fiscal apresentado pelo Ministério, o líder da oposição defendeu: ""a corrupção virou regra, e a honestidade, exceção"".","quote"
"O secretário mais uma vez escorregou em contradições gritantes durante a sabatina, provando sua incompetência.","biased"
"Os petralhas voltaram ao poder para continuar saqueando os cofres públicos com impunidade.","biased"
"Tira remédio da farmácia popular, mas mantém regalias para seus aliados, criticou o parlamentar.","biased"
"Em entrevista exclusiva, o líder do PSDB garantiu que ""nossa gestão tem sido pautada pela transparência"".","quote"
"Sobre a greve dos servidores públicos, a ministra ressaltou: ""nossa gestão tem sido pautada pela transparência"".","quote"
"o candidato sem proposta mostrou ontem sua verdadeira face: autoritário, intolerante e avesso à democracia.","biased"
"Os aliados de o deputado aproveitador já vasculham currículos para montar mais um esquema de rachadinha.","biased"
"Em coletiva após a votação, o ministro da Saúde ironizou que ""esta decisão vai contra os interesses da nação"".","quote"
"Ao ser questionado sobre a proposta de emenda constitucional, o senador alertou que ""temos obrigação de prestar contas aos contribuintes"".","quote"
"o candidato petista preferiu se esconder a enfrentar as câmeras e responder pelos seus atos.","biased"
"Em discurso no plenário, o parlamentar defendeu que ""não deixaremos que interesses privados se sobreponham ao bem público"".","quote"
"Tira remédio da farmácia popular, mas mantém regalias para seus aliados, criticou o parlamentar.","biased"
"""vamos levar isso até o Supremo se necessário"", garantiu o ministro da Fazenda.","quote"
"o líder do PL não poupou palavras ao tratar de o corte de verbas para a saúde. ""a crise gerou sofrimento, mas também oportunidades de mudança"", declarou.","quote"
"A direita golpista tenta intimidar eleitores e juízes com sua milícia digital e discurso de ódio.","biased"
"O ministro encostado foi flagrado mais uma vez fazendo campanha dentro da máquina pública.","biased"
"A militância bolsonarista disparou: 'Ou é isso ou é o caos', repetindo o mantra do medo.","biased"
"o candidato petista já pode preparar a mala: as urnas não perdoam quem trai o povo.","biased"
"os aliados do presidente e seus capangas tentaram mais uma vez calar a oposição usando a máquina pública.","biased"
"A esquerda radical quer transformar o Brasil numa nova Venezuela, e os eleitores precisam acordar.","biased"
"a extrema direita transformou o Ministério num cabide de empregos para apadrinhados sem qualificação.","biased"
"Enquanto o povo sofre nas filas do SUS, o governo corrupto voa em aeronave pública para visitar sua propriedade.","biased"
"""esta é uma decisão soberana do povo brasileiro"", celebrou o parlamentar em entrevista à imprensa.","quote"
"o líder do PL foi direto ao comentar o financiamento da campanha eleitoral. ""não compactuo com corrupção em hipótese alguma"", disse.","quote"
"Com sorriso de debochado, o candidato sem proposta descartou as denúncias como 'politicagem barata'.","biased"
"O os ataques às instituições democráticas voltou à tona e o ministro da Fazenda não hesitou: ""o Brasil não pode continuar se isolando do mundo"".","quote"
"""essa lei beneficia apenas uma parcela da população"", reagiu a senadora às críticas dos opositores.","quote"
"O péssimo desempenho de o governo de esquerda no debate foi suficiente para afastar até seus aliados mais fiéis.","biased"
"Burocratas inúteis do governo anterior destruíram a economia e agora tentam se eleger de novo.","biased"
"O partido de a extrema direita é especialista em prometer o paraíso e entregar um país destruído.","biased"
"Em coletiva após a votação, Marina Silva ponderou que ""não há como esconder a crise que vivemos"".","quote"
"O debate foi um festival de mentiras protagonizado por o partido da corrupção, que contradisse a si mesmo várias vezes.","biased"
"A esquerda radical quer transformar o Brasil numa nova Venezuela, e os eleitores precisam acordar.","biased"
"Os petralhas voltaram ao poder para continuar saqueando os cofres públicos com impunidade.","biased"
"Os eleitores de os aliados do presidente foram mais uma vez enganados por promessas que nunca serão cumpridas.","biased"
"""o Congresso tem o dever de agir com responsabilidade fiscal"", acrescentou o parlamentar em entrevista à imprensa.","quote"
"O populista de plantão prometeu tudo e entregou nada, como sempre fez ao longo de sua carreira.","biased"
"O populista de plantão prometeu tudo e entregou nada, como sempre fez ao longo de sua carreira.","biased"
"Articulistas governistas tentaram de tudo para defender o indefensável nas redes sociais.","biased"
"Sobre as pesquisas de intenção de voto, a líder do movimento negou: ""não compactuo com corrupção em hipótese alguma"".","quote"
"Em coletiva após a votação, Tarcísio enfatizou que ""nossa gestão tem sido pautada pela transparência"".","quote"
"Com toda a desfaçatez do mundo, o partido da corrupção voltou a aparecer na TV para tentar enganar o eleitor.","biased"
"Os eleitores de o partido da corrupção foram mais uma vez enganados por promessas que nunca serão cumpridas.","biased"
"A classe política corrupta de sempre voltou disfarçada de renovação para sugar o dinheiro do povo.","biased"
"Tarcísio disse que ""essa proposta não foi discutida com a sociedade"".","quote"
"o prefeito foi direto ao comentar a decisão do Supremo Tribunal Federal. ""o resultado das urnas deve ser respeitado por todos"", disse.","quote"
"Sobre o impeachment do governador, o porta-voz do governo ironizou: ""essa medida vai na contramão do que a ciência recomenda"".","quote"
"Com um histórico vergonhoso de corrupção, a oposição oportunista ainda tem a audácia de pedir o voto do povo.","biased"
"Ao ser questionado sobre as manifestações de rua do fim de semana, a ministra do Meio Ambiente confirmou que ""o Congresso tem o dever de agir com responsabilidade fiscal"".","quote"
"O ministro encostado foi flagrado mais uma vez fazendo campanha dentro da máquina pública.","biased"
"""estamos trabalhando para resolver o problema"", justificou o líder do PT ao comentar o pacote fiscal apresentado pelo Ministério.","quote"
"o chefe da bancada não poupou palavras ao tratar de a votação da PEC no Congresso Nacional. ""essa medida vai na contramão do que a ciência recomenda"", declarou.","quote"
"Os aliados de o ex-presidente já vasculham currículos para montar mais um esquema de rachadinha.","biased"
"a tropa bolsonarista é a personificação do que há de mais atrasado e retrógrado na política brasileira.","biased"
"A direita golpista tenta intimidar eleitores e juízes com sua milícia digital e discurso de ódio.","biased"
"Em discurso no plenário, o deputado federal questionou que ""vamos levar isso até o Supremo se necessário"".","quote"
"O candidato fantasma sumiu de cena quando as perguntas difíceis começaram a aparecer.","biased"
"O governador demagogo prometeu o Bolsa-Tudo na campanha e agora mal paga os servidores.","biased"
"A ministra, que prometeu mudar o país, entregou apenas escândalos e desmandos ao longo de seu mandato.","biased"
